Date,AAPL,MSFT,YHOO,NFLX,BMW,F,FB,GOOG,GM,GE,LULU,C,JPM
18/11/2014,115.47,48.74,51.75,54.433,84.703,15.5,74.34,533.565,32.27,27.01,44.8,53.81,60.53
19/11/2014,114.67,48.22,50.58,51.871,84.77,15.44,73.33,535.519,32.15,26.92,45.6,53.66,60.6
20/11/2014,116.31,48.7,51.25,52.591,84.92,15.46,73.6,533.365,32.13,26.85,45.88,53.52,60.12
21/11/2014,116.47,47.98,51.04,51.469,87.725,15.43,73.75,536.028,32.13,26.99,46.91,53.66,60.45
22/11/2014,116.47,47.98,51.04,51.469,87.725,15.43,73.75,536.028,32.13,26.99,46.91,53.66,60.45
23/11/2014,116.47,47.98,51.04,51.469,87.725,15.43,73.75,536.028,32.13,26.99,46.91,53.66,60.45
24/11/2014,118.625,47.59,51.83,50.924,89.54,15.67,74.01,537.793,32.19,27,46.93,54.4,60.96
25/11/2014,117.6,47.47,51.72,49.856,90.38,15.68,75.63,539.598,32.23,26.86,48.67,54.33,60.3
26/11/2014,119,47.75,51.93,50.166,90.511,15.61,77.62,538.89,32.07,26.87,48.34,54.13,60.34
27/11/2014,119,47.75,51.93,50.166,91.087,15.61,77.62,538.89,32.07,26.87,48.34,54.13,60.34
28/11/2014,118.93,47.81,51.74,49.513,91.65,15.73,77.7,540.346,33.43,26.49,48.19,53.97,60.16
29/11/2014,118.93,47.81,51.74,49.513,91.65,15.73,77.7,540.346,33.43,26.49,48.19,53.97,60.16
30/11/2014,118.93,47.81,51.74,49.513,91.65,15.73,77.7,540.346,33.43,26.49,48.19,53.97,60.16
01/12/2014,115.07,48.62,50.1,48.83,91.95,15.77,75.1,532.338,32.94,26.02,47.04,53.35,60
02/12/2014,114.63,48.46,50.67,50.33,91.8,15.9,75.46,532.288,33.26,26.05,46.06,54.36,61.08
03/12/2014,115.93,48.08,50.28,50.731,91.331,16.01,74.88,529.865,33.64,26.38,45.71,55.21,61.54
04/12/2014,115.49,48.84,50.41,50.086,90.17,15.81,75.24,535.839,33.09,26.09,45.92,55.18,61.38
05/12/2014,115,48.42,50.99,50.131,91.861,15.7,76.36,523.822,33.93,26.01,45.51,56.08,62.7
06/12/2014,115,48.42,50.99,50.131,91.861,15.7,76.36,523.822,33.93,26.01,45.51,56.08,62.7
07/12/2014,115,48.42,50.99,50.131,91.861,15.7,76.36,523.822,33.93,26.01,45.51,56.08,62.7
08/12/2014,112.4,47.695,49.62,48.497,91.25,15.43,76.52,525.537,32.68,25.69,44.93,56.37,62.67
09/12/2014,114.12,47.59,50.51,49.111,89.57,15.43,76.84,531.909,32.81,25.58,47.73,55.85,62.45
10/12/2014,111.95,46.9,49.205,47.76,89.45,15.16,76.18,524.619,31.97,25.27,46.7,54.47,60.68
11/12/2014,111.62,47.17,49.94,47.804,89.844,15.28,77.73,526.893,32.19,25.41,50.955,54.51,61.14
12/12/2014,109.73,46.95,50.24,47.783,87.87,14.99,77.83,517.24,31.57,24.89,52.95,53.4,60.04
13/12/2014,109.73,46.95,50.24,47.783,87.87,14.99,77.83,517.24,31.57,24.89,52.95,53.4,60.04
14/12/2014,109.73,46.95,50.24,47.783,87.87,14.99,77.83,517.24,31.57,24.89,52.95,53.4,60.04
15/12/2014,108.225,46.67,49.82,46.72,85.69,14.28,76.99,512.393,31,24.59,53.87,52.79,59.16
16/12/2014,106.745,45.16,48.85,45.206,86.52,14.09,74.69,494.033,30.73,24.49,52.5,51.17,58.43
17/12/2014,109.41,45.74,50.12,47.664,88.64,14.45,76.11,503.507,31.15,24.66,53.24,52.45,59.77
18/12/2014,112.65,47.52,50.91,47.774,90.71,14.81,78.4,509.7,31.75,25.14,53.15,54.1,61.48
19/12/2014,111.78,47.66,50.88,48.589,90.015,15.03,79.88,514.936,32.81,25.62,53.5,54.01,61.93
20/12/2014,111.78,47.66,50.88,48.589,90.015,15.03,79.88,514.936,32.81,25.62,53.5,54.01,61.93
21/12/2014,111.78,47.66,50.88,48.589,90.015,15.03,79.88,514.936,32.81,25.62,53.5,54.01,61.93
22/12/2014,112.94,47.98,51.15,48.097,90.18,15.22,81.45,523.433,33.23,25.71,53.96,53.96,61.94
23/12/2014,112.54,48.45,50.02,48.061,90.41,15.33,80.61,529.137,33.56,25.88,54.56,54.42,62.48
24/12/2014,112.01,48.14,50.65,48.871,90.41,15.3,80.77,527.322,33.43,25.83,54.4,54.54,62.48
25/12/2014,112.01,48.14,50.65,48.871,90.41,15.3,80.77,527.322,33.43,25.83,54.4,54.54,62.48
26/12/2014,113.99,47.88,50.86,48.579,90.41,15.45,80.775,532.568,33.73,25.78,54.77,54.43,62.55
27/12/2014,113.99,47.88,50.86,48.579,90.41,15.45,80.775,532.568,33.73,25.78,54.77,54.43,62.55
28/12/2014,113.99,47.88,50.86,48.579,90.41,15.45,80.775,532.568,33.73,25.78,54.77,54.43,62.55
29/12/2014,113.91,47.45,50.53,48.847,90.68,15.52,80.02,528.878,34.6,25.7,55.38,54.73,62.96
30/12/2014,112.52,47.02,51.22,49.033,89.77,15.5,79.22,528.967,35.09,25.57,55.75,54.84,63.15
31/12/2014,110.38,46.45,50.51,48.801,89.77,15.5,78.02,524.958,34.91,25.27,55.79,54.11,62.58
01/01/2015,110.38,46.45,50.51,48.801,89.77,15.5,78.02,524.958,34.91,25.27,55.79,54.11,62.58
02/01/2015,109.33,46.76,50.17,49.849,88.03,15.36,78.45,523.373,34.84,25.06,55.34,54.26,62.49
03/01/2015,109.33,46.76,50.17,49.849,88.03,15.36,78.45,523.373,34.84,25.06,55.34,54.26,62.49
04/01/2015,109.33,46.76,50.17,49.849,88.03,15.36,78.45,523.373,34.84,25.06,55.34,54.26,62.49
05/01/2015,106.25,46.325,49.13,47.311,85.33,14.76,77.19,512.463,34.33,24.6,55.96,52.55,60.55
06/01/2015,106.26,45.65,49.21,46.501,85.88,14.62,76.15,500.585,34.85,24.07,55.57,50.7,58.98
07/01/2015,107.75,46.23,48.59,46.743,87.01,15.04,76.15,499.728,35.84,24.08,57.65,51.17,59.07
08/01/2015,111.89,47.59,50.23,47.779,89.051,15.42,78.175,501.303,36.2,24.37,59.07,51.94,60.39
09/01/2015,112.01,47.19,49.72,47.041,88.65,15.21,77.74,494.811,35.59,24.03,58.63,50.78,59.34
10/01/2015,112.01,47.19,49.72,47.041,88.65,15.21,77.74,494.811,35.59,24.03,58.63,50.78,59.34
11/01/2015,112.01,47.19,49.72,47.041,88.65,15.21,77.74,494.811,35.59,24.03,58.63,50.78,59.34
12/01/2015,109.25,46.6,48.8,45.547,88.3,15.22,76.72,491.201,35.84,23.98,62.59,50.38,58.83
13/01/2015,110.22,46.355,48.3,46.256,89.75,15.21,76.45,494.821,35.25,23.86,63.06,50.02,58.84
14/01/2015,109.8,45.955,47.51,46.32,89.191,15.11,76.28,499.498,34.3,23.78,63.4,49.05,56.81
15/01/2015,106.82,45.48,46.23,46.251,90.78,14.86,74.05,500.416,33.43,23.58,62.51,47.23,54.99
16/01/2015,105.99,46.24,46.47,48.191,94.19,15.02,75.18,506.689,33.68,23.59,63,47.61,55.93
17/01/2015,105.99,46.24,46.47,48.191,94.19,15.02,75.18,506.689,33.68,23.59,63,47.61,55.93
18/01/2015,105.99,46.24,46.47,48.191,94.19,15.02,75.18,506.689,33.68,23.59,63,47.61,55.93
19/01/2015,105.99,46.24,46.47,48.191,93.633,15.02,75.18,506.689,33.68,23.59,63,47.61,55.93
20/01/2015,108.72,46.39,47.63,49.829,94.674,15.01,76.24,505.512,33.93,23.85,63,47.26,55.71
21/01/2015,109.55,45.92,48.18,58.469,94.725,14.97,76.74,516.621,33.89,24.04,62.86,47.74,55.89
22/01/2015,112.4,47.13,48.89,61.206,98.65,15.03,77.65,532.927,33.82,24.28,63.76,49.57,57.59
23/01/2015,112.98,47.18,48.95,62.494,102.615,14.91,77.83,538.471,33.75,24.48,66.2,48.62,56.68
24/01/2015,112.98,47.18,48.95,62.494,102.615,14.91,77.83,538.471,33.75,24.48,66.2,48.62,56.68
25/01/2015,112.98,47.18,48.95,62.494,102.615,14.91,77.83,538.471,33.75,24.48,66.2,48.62,56.68
26/01/2015,113.1,47.01,49.44,63.794,105.675,15.08,77.495,533.744,33.7,24.59,66.76,48.89,56.77
27/01/2015,109.14,42.66,47.99,64.881,101.96,14.85,75.78,517.21,33.42,24.38,67.48,48.31,56.2
28/01/2015,115.31,41.19,46.46,63.209,101.61,14.46,76.24,508.603,32.84,23.84,66.16,47.11,54.75
29/01/2015,118.9,42.01,43.73,63.4,103.47,14.85,78,509.262,33.16,24.08,67.195,47.62,55.67
30/01/2015,117.16,40.4,43.99,63.114,103.012,14.71,75.91,533.056,32.62,23.89,66.24,46.95,54.38
31/01/2015,117.16,40.4,43.99,63.114,103.012,14.71,75.91,533.056,32.62,23.89,66.24,46.95,54.38
01/02/2015,117.16,40.4,43.99,63.114,103.012,14.71,75.91,533.056,32.62,23.89,66.24,46.95,54.38
02/02/2015,118.63,41.28,44.685,63.009,104.462,15.27,74.99,527.033,33.11,24.21,65.52,47.72,55.47
03/02/2015,118.65,41.6,44.7,65.274,106.74,15.65,75.4,527.791,33.98,24.47,66.49,48.88,56.72
04/02/2015,119.56,41.84,44.045,64.101,105.77,15.87,75.63,521.328,35.83,24.16,65.66,48.4,56.38
05/02/2015,119.94,42.45,43.545,64.13,107.098,15.85,75.615,526.135,36.25,24.5,65.29,48.54,56.77
06/02/2015,118.93,42.41,42.94,63.48,105.869,15.86,74.47,529.546,36,24.52,64.435,49.14,57.89
07/02/2015,118.93,42.41,42.94,63.48,105.869,15.86,74.47,529.546,36,24.52,64.435,49.14,57.89
08/02/2015,118.93,42.41,42.94,63.48,105.869,15.86,74.47,529.546,36,24.52,64.435,49.14,57.89
09/02/2015,119.72,42.36,42.57,63.295,102.43,15.92,74.44,526.385,36,24.64,65.43,49.21,57.82
10/02/2015,122.02,42.6,43.07,64.85,104.713,16.09,75.19,535.47,37.52,24.72,65.755,49.39,58.46
11/02/2015,124.88,42.38,42.96,64.984,104.644,16.25,76.51,534.502,37.67,24.77,65.59,49.68,58.37
